ad_id,ad_url,ad_type,regions,advertiser_id,advertiser_name,ad_campaigns_list,date_range_start,date_range_end,num_of_days,impressions,spend_usd,first_served_timestamp,last_served_timestamp,age_targeting,gender_targeting,geo_targeting_included,geo_targeting_excluded,spend_range_min_usd,spend_range_max_usd,spend_range_min_eur,spend_range_max_eur,spend_range_min_inr,spend_range_max_inr,spend_range_min_bgn,spend_range_max_bgn,spend_range_min_hrk,spend_range_max_hrk,spend_range_min_czk,spend_range_max_czk,spend_range_min_dkk,spend_range_max_dkk,spend_range_min_huf,spend_range_max_huf,spend_range_min_pln,spend_range_max_pln,spend_range_min_ron,spend_range_max_ron,spend_range_min_sek,spend_range_max_sek,spend_range_min_gbp,spend_range_max_gbp,spend_range_min_nzd,spend_range_max_nzd
CR455890712383193088,https://transparencyreport.google.com/political-ads/library/advertiser/AR573194996610498560/creative/CR455890712383193088,Image,"CZ, EU",AR573194996610498560,Trikolóra hnutí občanů,,2020-09-03,2020-09-03,1,≤ 10k,,2020-09-03 16:00:00 UTC,2020-09-03 16:00:00 UTC,Not targeted,Not targeted,Zlin Region,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Usti nad Labem Region, Vysocina Region, Prague",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR379915008659685376,https://transparencyreport.google.com/political-ads/library/advertiser/AR58162722000338944/creative/CR379915008659685376,Image,"CZ, EU",AR58162722000338944,ANO 2011,,2020-09-25,2020-10-03,9,≤ 10k,,2020-09-25 22:30:00 UTC,2020-10-03 11:00:00 UTC,Not targeted,Not targeted,Vysocina Region,"Jihlava, Moravske Budejovice, Polna, Trebic, Trest, Velke Mezirici, Zdar nad Sazavou, Chotebor, Havlickuv Brod, Bystrice nad Pernstejnem, Jezdovice, Krucemburk, Ledec nad Sazavou, Nove Mesto na Morave, Pribyslav, Sobinov, Svratka, Svetla nad Sazavou, Telc, Zdirec nad Doubravou, Zeletava, Zizkovo Pole, Golcuv Jenikov,Vysocina Region,Czechia, Jemnice,Vysocina Region,Czechia, Velka Bites,Vysocina Region,Czechia",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR498037741854916608,https://transparencyreport.google.com/political-ads/library/advertiser/AR58162722000338944/creative/CR498037741854916608,Image,"CZ, EU",AR58162722000338944,ANO 2011,,2020-09-23,2020-10-03,10,≤ 10k,,2020-09-23 18:00:00 UTC,2020-10-03 10:30:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,"Vysocina Region, Pelhrimov, Jihlava, Trebic, Zdar nad Sazavou, Havlickuv Brod",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR277270925282377728,https://transparencyreport.google.com/political-ads/library/advertiser/AR77412627982057472/creative/CR277270925282377728,Image,"CZ, EU",AR77412627982057472,STAROSTOVÉ A NEZÁVISLÍ,,2020-10-06,2020-10-09,4,≤ 10k,,2020-10-06 13:15:00 UTC,2020-10-09 11:15:00 UTC,Not targeted,Not targeted,"Kolin, Kourim, Cesky Brod,Central Bohemian Region,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR174333959495221248,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR174333959495221248,Text,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-08-11,2020-10-03,43,≤ 10k,,2020-08-11 14:45:00 UTC,2020-10-03 09:15:00 UTC,Not targeted,Not targeted,Brno,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR330411696642326528,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR330411696642326528,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-10-03,2020-10-04,2,≤ 10k,,2020-10-03 17:45:00 UTC,2020-10-04 09:30:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR438813647536390144,https://transparencyreport.google.com/political-ads/library/advertiser/AR98010741377859584/creative/CR438813647536390144,Image,"CZ, EU",AR98010741377859584,Česká Pirátská strana,,2020-09-25,2020-10-03,9,≤ 10k,,2020-09-25 16:45:00 UTC,2020-10-03 10:45:00 UTC,Not targeted,Not targeted,Plzen,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR176145679779889152,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR176145679779889152,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-04,2019-08-21,24,≤ 10k,,2019-05-04 07:00:00 UTC,2019-08-21 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR544036429278216192,https://transparencyreport.google.com/political-ads/library/advertiser/AR190231179645943808/creative/CR544036429278216192,Image,"CZ, EU",AR190231179645943808,Svobodní,,2019-05-17,2019-05-24,5,≤ 10k,,2019-05-17 07:00:00 UTC,2019-05-24 07:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR145511842721038336,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR145511842721038336,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-19,2019-05-22,4,≤ 10k,,2019-05-19 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR200823050034216960,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR200823050034216960,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-25,2019-04-25,1,≤ 10k,,2019-04-25 07:00:00 UTC,2019-05-05 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR218168945474011136,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR218168945474011136,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-04-09,2019-04-09,1,≤ 10k,,2019-04-09 07:00:00 UTC,2019-04-09 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR242539345825759232,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR242539345825759232,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-10,2019-05-19,3,≤ 10k,,2019-05-10 07:00:00 UTC,2019-05-19 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR258930040538923008,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR258930040538923008,Text,"CZ, EU",AR312619193323225088,HLAS,,2019-04-11,2019-05-22,7,≤ 10k,,2019-04-11 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR358044141835255808,https://transparencyreport.google.com/political-ads/library/advertiser/AR312619193323225088/creative/CR358044141835255808,Image,"CZ, EU",AR312619193323225088,HLAS,,2019-05-20,2019-05-22,3,≤ 10k,,2019-05-20 07:00:00 UTC,2019-05-22 07:00:00 UTC,Not targeted,Not targeted,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Prague, Usti nad Labem Region, Vysocina Region, Zlin Region",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR421154391282679808,https://transparencyreport.google.com/political-ads/library/advertiser/AR421297465233244160/creative/CR421154391282679808,Image,"CZ, EU",AR421297465233244160,Česká strana sociálně demokratická,,2020-09-30,2020-10-02,3,≤ 10k,,2020-09-30 13:15:00 UTC,2020-10-02 07:45:00 UTC,Not targeted,Not targeted,"Plzen Region, Plzen",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR330592153988235264,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR330592153988235264,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-07-20,2020-07-25,5,≤ 10k,,2020-07-20 18:00:00 UTC,2020-07-25 17:30:00 UTC,Not targeted,Not targeted,Usti nad Labem Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR503014131482230784,https://transparencyreport.google.com/political-ads/library/advertiser/AR469148211274055680/creative/CR503014131482230784,Image,"CZ, EU",AR469148211274055680,JsmePRO!,,2020-09-07,2020-09-16,8,≤ 10k,,2020-09-07 20:30:00 UTC,2020-09-16 12:15:00 UTC,Not targeted,Not targeted,Usti nad Labem Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR235760238165229568,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR235760238165229568,Text,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-09-26,2020-10-02,2,≤ 10k,,2020-09-27 06:45:00 UTC,2020-10-02 11:00:00 UTC,Not targeted,Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR418905340248064000,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR418905340248064000,Text,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-08-17,2020-10-04,48,≤ 10k,,2020-08-17 19:30:00 UTC,2020-10-04 14:15:00 UTC,Not targeted,Not targeted,"Louny, Zatec, Rakovnik, Podborany",Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR69981372487303168,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR69981372487303168,Image,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-10-05,2020-10-10,6,≤ 10k,,2020-10-06 02:15:00 UTC,2020-10-10 11:45:00 UTC,Not targeted,Not targeted,"Znojmo, Hrusovany nad Jevisovkou, Moravsky Krumlov,South Moravian Region,Czechia",Austria,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR83246018203746304,https://transparencyreport.google.com/political-ads/library/advertiser/AR48624596068335616/creative/CR83246018203746304,Text,"CZ, EU",AR48624596068335616,PRodukujeme s.r.o.,,2020-07-16,2020-07-16,1,≤ 10k,,2020-07-16 17:30:00 UTC,2020-07-16 17:30:00 UTC,Not targeted,Not targeted,"Louny, Zatec, Rakovnik, Podborany",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR104661068738985984,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR104661068738985984,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-21,2020-09-22,2,≤ 10k,,2020-09-21 20:45:00 UTC,2020-09-22 20:00:00 UTC,Not targeted,Not targeted,Zlin,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR274739024881516544,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR274739024881516544,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-29,2020-10-01,3,≤ 10k,,2020-09-29 12:30:00 UTC,2020-10-01 12:30:00 UTC,Not targeted,Not targeted,Vsetin,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR2943049030172672,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR2943049030172672,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-21,2020-10-01,9,≤ 10k,,2020-09-21 17:00:00 UTC,2020-10-01 11:45:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR312611702900260864,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR312611702900260864,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-24,2020-09-28,5,≤ 10k,,2020-09-25 03:15:00 UTC,2020-09-28 09:15:00 UTC,Not targeted,Not targeted,"Cernosice,Central Bohemian Region,Czechia, Dobrichovice,Central Bohemian Region,Czechia, Holubice,Central Bohemian Region,Czechia, Hostivice,Central Bohemian Region,Czechia, Jesenice,Central Bohemian Region,Czechia, Mnisek pod Brdy,Central Bohemian Region,Czechia, Revnice,Central Bohemian Region,Czechia, Roztoky,Praha-zapad,Central Bohemian Region,Czechia, Rudna,Central Bohemian Region,Czechia",Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR368290971730837504,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR368290971730837504,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-28,2020-10-01,4,10k-100k,,2020-09-28 20:00:00 UTC,2020-10-01 12:45:00 UTC,Not targeted,Not targeted,Zlin,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR386395358395105280,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR386395358395105280,Video,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2021-04-16,2021-04-19,4,≤ 10k,,2021-04-15 22:00:00 UTC,2021-04-19 22:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR458475114464280576,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR458475114464280576,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-21,2020-09-25,2,≤ 10k,,2020-09-21 20:15:00 UTC,2020-09-25 20:45:00 UTC,Not targeted,Not targeted,Zlin Region,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR54708056465866752,https://transparencyreport.google.com/political-ads/library/advertiser/AR492577704550334464/creative/CR54708056465866752,Image,"CZ, EU",AR492577704550334464,Občanská demokratická strana,,2020-09-22,2020-09-22,1,≤ 10k,,2020-09-22 18:00:00 UTC,2020-09-22 18:00:00 UTC,Not targeted,Not targeted,Kromeriz,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR162004517137678336,https://transparencyreport.google.com/political-ads/library/advertiser/AR522320249995919360/creative/CR162004517137678336,Image,"CZ, EU",AR522320249995919360,Flamesite s.r.o.,,2019-05-17,2019-05-23,4,≤ 10k,,2019-05-15 07:00:00 UTC,2019-05-23 07:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Prague,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR290111949784481792,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR290111949784481792,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-06-21,2021-06-22,2,≤ 10k,,2021-06-21 09:45:00 UTC,2021-06-22 18:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR338888656414572544,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR338888656414572544,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-10-21,2020-10-22,2,≤ 10k,,2020-10-21 10:30:00 UTC,2020-10-22 21:30:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR37366387273891840,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR37366387273891840,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-04-16,2021-04-17,2,≤ 10k,,2021-04-16 09:30:00 UTC,2021-04-17 22:00:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR49914460646670336,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR49914460646670336,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2020-11-02,2020-11-03,2,≤ 10k,,2020-11-03 06:30:00 UTC,2020-11-03 23:00:00 UTC,Not targeted,Not targeted,Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR61370925131497472,https://transparencyreport.google.com/political-ads/library/advertiser/AR534745624742985728/creative/CR61370925131497472,Video,"CZ, EU",AR534745624742985728,Svoboda a přímá demokracie (SPD),,2021-04-20,2021-04-21,2,≤ 10k,,2021-04-20 10:00:00 UTC,2021-04-21 20:15:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Czech Republic,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR542861498024722432,https://transparencyreport.google.com/political-ads/library/advertiser/AR553497074000199680/creative/CR542861498024722432,Image,"CZ, EU",AR553497074000199680,"PULARY, s. r. o.",,2021-08-17,2021-08-21,4,≤ 10k,,2021-08-17 11:30:00 UTC,2021-08-21 16:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age, ≤18","Male, Female, Unknown gender",Ostrava,Not targeted,0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR150736653256753152,https://transparencyreport.google.com/political-ads/library/advertiser/AR573194996610498560/creative/CR150736653256753152,Image,"CZ, EU",AR573194996610498560,Trikolóra hnutí občanů,,2020-09-02,2020-09-12,10,≤ 10k,,2020-09-02 13:15:00 UTC,2020-09-12 20:30:00 UTC,Not targeted,Not targeted,Zlin Region,"South Bohemian Region, South Moravian Region, Central Bohemian Region, Hradec Kralove Region, Karlovy Vary Region, Liberec Region, Moravian-Silesian Region, Olomouc Region, Pardubice Region, Plzen Region, Usti nad Labem Region, Vysocina Region, Prague",0,100,0,50,0,250,0,25,0,100,0,1000,0,500,0,7500,0,100,0,75,0,750,0,50,0,200
CR471045968343597056,https://transparencyreport.google.com/political-ads/library/advertiser/AR573194996610498560/creative/CR471045968343597056,Text,"CZ, EU",AR573194996610498560,Trikolóra hnutí občanů,,2020-08-08,2020-10-02,56,≤ 10k,,2020-08-08 18:15:00 UTC,2020-10-02 16:45:00 UTC,"18-24, 25-34, 35-44, 45-54, 55-64, ≥65, Unknown age",Not targeted,Zlin Region,Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
CR508267598039744512,https://transparencyreport.google.com/political-ads/library/advertiser/AR58162722000338944/creative/CR508267598039744512,Image,"CZ, EU",AR58162722000338944,ANO 2011,,2020-09-25,2020-10-03,9,10k-100k,,2020-09-26 00:30:00 UTC,2020-10-03 11:00:00 UTC,Not targeted,Not targeted,"Pelhrimov, Humpolec, Zirovnice, Pacov,Vysocina Region,Czechia",Not targeted,0,100,0,50,250,2500,25,250,100,1500,0,1000,0,500,0,7500,0,100,75,750,0,750,0,50,0,200
